customer_id,segment,country,industry,vehicle_count,mrr,arr,products,product_count,legacy_system,contract_start_date,tenure_months,renewal_date,months_to_renewal,adoption_score,engagement_score,support_score,relationship_score,health_score,health_tier,gps_adoption_pct,logbook_completion_pct,days_since_last_login,mobile_dau_mau,open_support_tickets,csat_score,qbr_completed_this_quarter,nps_score,onboarding_completion_score,expansion_mrr_3m,renewal_in_90d,churn_risk_flag,at_risk_arr
CUST-0187,Enterprise,DE,Facility Management,269,4322.79,51873.48,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2021-07-22,41,2025-07-29,7,99.6,96.1,82.5,80.0,92.2,Green,88.0,83.8,2,0.356,1,4.6,1,,100.0,0.0,False,False,0.0
CUST-0188,SMB,AT,Logistik & Transport,14,322.41,3868.92,GPS Tracking|Digital Logbook,2,New Logo,2022-07-28,29,2025-07-29,7,91.7,100.0,88.8,40.0,85.9,Green,82.8,89.0,1,0.437,0,4.1,0,7.0,100.0,0.0,False,False,0.0
CUST-0189,SMB,DE,Facility Management,6,160.38,1924.56,GPS Tracking|Digital Logbook,2,New Logo,2024-08-17,4,2025-08-28,8,62.4,61.9,45.5,32.0,54.3,Amber,35.7,65.5,1,0.094,2,3.2,0,,54.6,0.0,False,False,0.0
CUST-0190,SMB,AT,Facility Management,19,519.52,6234.24,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-01-10,36,2025-12-26,12,74.3,50.2,81.2,32.0,62.1,Amber,66.2,69.6,107,0.287,0,4.1,0,5.0,92.3,0.0,False,False,0.0
CUST-0191,SMB,AT,Logistik & Transport,4,102.52,1230.24,GPS Tracking,1,New Logo,2023-05-23,19,2025-05-30,5,79.6,35.0,41.0,32.0,51.4,Amber,58.2,,67,0.199,2,2.6,0,,62.5,0.0,False,False,0.0
CUST-0192,SMB,CH,Außendienst & Vertrieb,15,283.76,3405.12,GPS Tracking|Digital Logbook,2,New Logo,2023-09-04,16,2025-08-28,8,96.1,54.3,73.0,36.0,69.9,Amber,80.0,71.6,19,0.169,0,3.0,0,6.0,86.1,0.0,False,False,0.0
CUST-0193,SMB,DE,Logistik & Transport,2,44.3,531.6,GPS Tracking,1,Avrios,2022-09-12,28,2025-08-28,8,60.3,23.0,29.5,24.0,37.5,Red,55.4,,40,0.0,3,2.4,0,3.0,60.0,0.0,False,False,0.0
CUST-0194,Enterprise,CH,Logistik & Transport,278,4994.87,59938.44,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-08-27,28,2025-08-28,8,93.1,92.9,91.8,92.0,92.6,Green,78.1,75.0,1,0.378,0,4.5,1,8.0,79.5,1000.47,False,False,0.0
CUST-0195,SMB,CH,Baugewerbe,12,310.97,3731.64,GPS Tracking|Digital Logbook,2,Vimcar,2024-02-24,10,2025-03-01,2,51.4,24.6,37.2,32.0,37.6,Red,56.0,27.5,61,0.105,2,2.9,0,,53.8,0.0,True,True,3731.64
CUST-0196,Enterprise,DE,Handwerk & Baugewerbe,152,2516.06,30192.72,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-02-15,35,2025-01-30,1,89.7,95.8,85.0,32.0,81.9,Green,81.5,78.2,5,0.398,0,3.6,0,,100.0,445.56,True,False,0.0
CUST-0197,Mid-Market,AT,Außendienst & Vertrieb,22,369.41,4432.92,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-12-31,12,2025-12-26,12,88.1,94.8,68.0,92.0,86.7,Green,75.2,64.3,7,0.451,2,4.0,1,8.0,95.4,0.0,False,False,0.0
CUST-0198,SMB,DE,Handwerk & Baugewerbe,5,128.81,1545.72,GPS Tracking|Digital Logbook,2,New Logo,2023-08-03,17,2025-07-29,7,95.8,71.2,73.0,44.0,76.1,Green,73.3,91.0,2,0.197,0,3.0,0,8.0,55.8,0.0,False,False,0.0
CUST-0199,Enterprise,AT,Außendienst & Vertrieb,203,2947.35,35368.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2020-04-21,57,2025-03-31,3,93.7,72.3,82.0,32.0,75.7,Green,85.2,82.5,22,0.335,0,4.2,0,,100.0,0.0,True,False,0.0
CUST-0200,Mid-Market,DE,Logistik & Transport,59,1106.39,13276.68,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-04-17,45,2025-03-31,3,97.2,96.0,89.5,40.0,86.7,Green,86.1,89.5,7,0.438,0,4.2,0,7.0,100.0,0.0,True,False,0.0
CUST-0201,Enterprise,CH,Baugewerbe,154,2117.14,25405.68,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-09-29,3,2025-09-27,9,62.3,15.7,27.2,28.0,36.2,Red,54.6,48.7,32,0.0,4,2.1,0,4.0,30.8,0.0,False,False,0.0
CUST-0202,Enterprise,AT,Handwerk & Baugewerbe,176,2813.58,33762.96,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-04-10,8,2025-04-30,4,94.4,93.5,56.8,48.0,79.6,Green,91.5,92.7,4,0.453,2,3.5,0,9.0,89.9,762.61,False,False,0.0
CUST-0203,Mid-Market,DE,Facility Management,45,950.1,11401.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-08-04,4,2025-08-28,8,70.7,54.9,70.0,24.0,58.8,Amber,70.7,24.0,17,0.293,0,2.6,0,3.0,45.0,0.0,False,False,0.0
CUST-0204,SMB,DE,Facility Management,10,254.73,3056.76,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-12-01,25,2025-11-26,11,99.4,69.1,82.8,32.0,76.9,Green,79.0,86.7,8,0.265,0,4.3,0,5.0,71.8,0.0,False,False,0.0
CUST-0205,SMB,DE,Gesundheitswesen,9,227.96,2735.52,GPS Tracking|Digital Logbook,2,New Logo,2024-05-03,8,2025-04-30,4,72.4,62.1,79.0,32.0,64.6,Amber,60.9,60.1,23,0.308,0,3.8,0,,68.6,0.0,False,False,0.0
CUST-0206,SMB,DE,Gesundheitswesen,12,232.01,2784.12,GPS Tracking|Digital Logbook,2,Avrios,2022-12-11,25,2025-11-26,11,80.1,73.5,82.8,32.0,71.4,Green,72.1,62.3,1,0.17,0,4.3,0,,74.6,0.0,False,False,0.0
CUST-0207,SMB,AT,Außendienst & Vertrieb,7,184.13,2209.56,GPS Tracking|Digital Logbook,2,New Logo,2022-04-25,32,2025-04-30,4,98.1,89.5,85.8,32.0,83.1,Green,89.4,78.4,7,0.367,0,3.7,0,,85.7,26.41,False,False,0.0
CUST-0208,SMB,DE,Außendienst & Vertrieb,7,182.8,2193.6,GPS Tracking|Digital Logbook,2,New Logo,2024-07-25,5,2025-07-29,7,84.5,36.1,57.8,20.0,55.0,Amber,56.7,81.7,54,0.158,1,2.3,0,2.0,57.3,0.0,False,False,0.0
CUST-0209,SMB,DE,Handwerk & Baugewerbe,3,62.8,753.6,GPS Tracking,1,New Logo,2024-09-03,3,2025-09-27,9,53.1,25.1,18.5,16.0,32.2,Red,38.9,,27,0.0,6,2.8,0,1.0,28.4,0.0,False,False,0.0
CUST-0210,Enterprise,DE,Außendienst & Vertrieb,242,4259.25,51111.0,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2021-11-12,38,2025-10-27,10,92.8,91.0,88.8,80.0,89.5,Green,83.3,67.7,6,0.343,0,4.1,1,,100.0,0.0,False,False,0.0
CUST-0211,SMB,DE,Handwerk & Baugewerbe,10,183.66,2203.92,GPS Tracking|Digital Logbook,2,New Logo,2023-11-06,14,2025-10-27,10,88.9,53.8,78.8,32.0,67.8,Amber,74.5,59.1,41,0.318,1,4.1,0,5.0,71.8,0.0,False,False,0.0
CUST-0212,Mid-Market,DE,Facility Management,76,1488.85,17866.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2023-04-22,20,2025-04-30,4,91.4,96.0,71.0,32.0,79.8,Green,80.6,74.5,5,0.537,2,4.4,0,,100.0,384.54,False,False,0.0
CUST-0213,SMB,DE,Außendienst & Vertrieb,15,403.42,4841.04,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-06-15,31,2025-05-30,5,87.7,90.5,70.5,32.0,76.7,Green,77.8,76.2,4,0.397,1,4.0,0,,78.9,0.0,False,False,0.0
CUST-0214,SMB,DE,Facility Management,12,332.85,3994.2,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-02-19,34,2025-03-01,2,95.9,59.4,81.2,36.0,73.0,Green,93.0,71.1,25,0.256,0,4.1,0,6.0,75.8,0.0,True,False,0.0
CUST-0215,Enterprise,DE,Kommunaler Betrieb,346,4705.71,56468.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-04-16,8,2025-04-30,4,90.6,75.5,91.8,92.0,86.5,Green,82.8,71.9,25,0.495,0,4.5,1,8.0,90.1,0.0,False,False,0.0
CUST-0216,Enterprise,DE,Facility Management,173,2642.2,31706.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-12-15,24,2025-12-26,12,97.1,87.2,79.8,92.0,89.9,Green,88.5,75.2,11,0.518,0,3.9,1,8.0,96.8,278.95,False,False,0.0
CUST-0217,Mid-Market,DE,Außendienst & Vertrieb,40,724.86,8698.32,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-06-13,31,2025-05-30,5,82.6,91.8,71.0,80.0,82.6,Green,85.9,63.7,1,0.321,2,4.4,1,,95.0,0.0,False,False,0.0
CUST-0218,Mid-Market,AT,Außendienst & Vertrieb,43,779.59,9355.08,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-11-10,26,2025-10-27,10,98.3,83.5,91.8,48.0,85.0,Green,83.2,79.3,9,0.4,0,4.5,0,9.0,82.1,189.93,False,False,0.0
CUST-0219,SMB,AT,Außendienst & Vertrieb,10,243.95,2927.4,GPS Tracking|Digital Logbook,2,Vimcar,2024-08-06,4,2025-08-28,8,40.5,9.5,35.8,24.0,27.8,Red,29.2,33.2,120,0.054,5,2.1,0,3.0,11.0,0.0,False,False,0.0
CUST-0220,SMB,DE,Logistik & Transport,13,300.7,3608.4,GPS Tracking|Digital Logbook,2,New Logo,2024-01-09,11,2025-01-30,1,86.1,53.8,29.5,24.0,55.8,Amber,76.6,73.3,10,0.131,3,2.4,0,3.0,57.2,0.0,True,True,3608.4
CUST-0221,Enterprise,DE,Gesundheitswesen,392,6298.87,75586.44,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-04-19,32,2025-04-30,4,90.3,95.2,79.5,32.0,80.9,Green,91.3,61.5,1,0.348,1,4.2,0,,99.2,1410.95,False,False,0.0
CUST-0222,Mid-Market,DE,Logistik & Transport,44,771.54,9258.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-08-28,40,2025-08-28,8,99.5,92.3,88.0,92.0,93.9,Green,84.0,83.4,3,0.313,0,4.0,1,8.0,99.8,0.0,False,False,0.0
CUST-0223,SMB,DE,Handwerk & Baugewerbe,16,439.81,5277.72,GPS Tracking|Digital Logbook,2,Avrios,2022-11-01,26,2025-10-27,10,92.0,71.5,74.2,44.0,75.1,Green,79.9,72.1,11,0.257,1,4.5,0,8.0,84.0,0.0,False,False,0.0
CUST-0224,Mid-Market,DE,Gesundheitswesen,57,909.94,10919.28,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-10-12,27,2025-09-27,9,94.7,79.9,90.2,44.0,81.8,Green,95.4,67.1,8,0.318,0,4.3,0,8.0,96.2,109.31,False,False,0.0
CUST-0225,SMB,DE,Logistik & Transport,10,204.96,2459.52,GPS Tracking|Digital Logbook,2,Vimcar,2024-04-13,8,2025-04-30,4,57.9,47.2,45.5,32.0,48.3,Amber,51.6,44.8,16,0.18,2,2.0,0,,53.8,0.0,False,False,0.0
CUST-0226,Mid-Market,CH,Außendienst & Vertrieb,52,968.46,11621.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-09-08,40,2025-08-28,8,92.4,88.0,92.5,96.0,91.6,Green,93.4,78.2,8,0.448,0,4.6,1,9.0,100.0,0.0,False,False,0.0
CUST-0227,SMB,DE,Außendienst & Vertrieb,16,322.33,3867.96,GPS Tracking|Digital Logbook,2,New Logo,2023-04-27,20,2025-04-30,4,88.3,80.4,79.8,32.0,75.8,Green,95.6,73.5,8,0.313,0,3.9,0,,100.0,0.0,False,False,0.0
CUST-0228,Enterprise,AT,Außendienst & Vertrieb,183,2330.66,27967.92,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2024-05-04,8,2025-04-30,4,92.3,84.2,85.0,92.0,88.4,Green,87.2,80.1,1,0.259,0,3.6,1,8.0,86.3,0.0,False,False,0.0
CUST-0229,SMB,CH,Logistik & Transport,4,104.42,1253.04,GPS Tracking,1,New Logo,2023-02-16,22,2025-03-01,2,20.7,21.8,53.5,16.0,26.9,Red,22.1,,33,0.0,0,2.4,0,1.0,55.3,0.0,True,True,1253.04
CUST-0230,Enterprise,AT,Logistik & Transport,362,5521.6,66259.2,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-01-27,23,2025-01-30,1,97.9,99.8,90.2,80.0,94.2,Green,85.7,100.0,2,0.472,0,4.3,1,,99.2,804.59,True,False,0.0
CUST-0231,SMB,DE,Logistik & Transport,13,300.14,3601.68,GPS Tracking|Digital Logbook,2,New Logo,2024-03-28,9,2025-03-31,3,53.4,48.7,53.2,20.0,46.9,Amber,66.8,39.6,17,0.206,1,2.9,0,2.0,50.8,0.0,True,True,3601.68
CUST-0232,SMB,DE,Kommunaler Betrieb,9,233.13,2797.56,GPS Tracking|Digital Logbook,2,New Logo,2024-10-09,2,2025-10-27,10,56.1,17.6,39.5,16.0,35.2,Red,41.4,31.9,32,0.04,2,3.2,0,1.0,24.6,0.0,False,False,0.0
CUST-0233,Mid-Market,DE,Handwerk & Baugewerbe,44,803.96,9647.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-09-29,39,2025-09-27,9,88.7,94.6,80.2,80.0,87.5,Green,86.1,84.2,1,0.338,1,4.3,1,,100.0,63.68,False,False,0.0
CUST-0234,Mid-Market,AT,Außendienst & Vertrieb,25,429.13,5149.56,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-02-25,34,2025-03-01,2,94.8,78.1,72.0,96.0,85.4,Green,83.8,67.4,8,0.319,1,4.2,1,9.0,88.9,0.0,True,False,0.0
CUST-0235,SMB,CH,Baugewerbe,20,374.75,4497.0,GPS Tracking|Digital Logbook,2,New Logo,2023-02-21,22,2025-03-01,2,52.3,84.1,50.2,28.0,57.8,Amber,51.2,54.8,5,0.389,1,2.5,0,4.0,56.3,0.0,True,True,4497.0
CUST-0236,SMB,CH,Facility Management,16,396.82,4761.84,GPS Tracking|Digital Logbook,2,Vimcar,2022-12-27,24,2025-12-26,12,64.0,35.3,57.2,36.0,49.8,Amber,57.7,66.6,23,0.0,0,2.1,0,6.0,69.3,0.0,False,False,0.0
CUST-0237,Enterprise,DE,Facility Management,147,2145.57,25746.84,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2024-06-11,6,2025-06-29,6,97.9,100.0,90.2,96.0,96.7,Green,88.7,85.8,2,0.433,0,4.3,1,9.0,100.0,324.06,False,False,0.0
CUST-0238,SMB,AT,Facility Management,7,137.34,1648.08,GPS Tracking|Digital Logbook,2,New Logo,2023-08-28,16,2025-08-28,8,80.1,54.6,57.0,32.0,60.6,Amber,72.4,76.1,47,0.323,1,3.4,0,,73.2,0.0,False,False,0.0
CUST-0239,Mid-Market,DE,Kommunaler Betrieb,75,1166.4,13996.8,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-09-26,15,2025-09-27,9,86.5,93.4,78.2,44.0,80.5,Green,90.3,67.5,6,0.447,0,3.7,0,8.0,89.4,0.0,False,False,0.0
CUST-0240,Mid-Market,DE,Handwerk & Baugewerbe,38,603.3,7239.6,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-02-20,22,2025-03-01,2,94.4,83.2,81.2,92.0,88.0,Green,89.6,91.4,10,0.385,0,4.1,1,8.0,86.0,71.82,True,False,0.0
CUST-0241,SMB,DE,Kommunaler Betrieb,18,439.38,5272.56,GPS Tracking|Digital Logbook,2,Avrios,2024-01-21,11,2025-01-30,1,64.6,26.1,38.5,24.0,41.7,Amber,50.7,41.2,120,0.162,4,2.4,0,3.0,39.7,0.0,True,True,5272.56
CUST-0242,Mid-Market,DE,Kommunaler Betrieb,67,1428.04,17136.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2022-12-11,25,2025-11-26,11,92.6,79.2,79.5,96.0,86.5,Green,90.7,60.0,8,0.329,1,4.2,1,9.0,89.7,0.0,False,False,0.0
CUST-0243,SMB,DE,Gesundheitswesen,3,78.76,945.12,GPS Tracking,1,Vimcar,2024-10-04,2,2025-10-27,10,38.4,33.6,19.0,16.0,29.7,Red,41.0,,21,0.091,4,1.8,0,1.0,30.7,0.0,False,False,0.0
CUST-0244,Enterprise,DE,Gesundheitswesen,376,5109.06,61308.72,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-07-29,17,2025-07-29,7,93.5,64.8,88.8,48.0,77.1,Green,94.5,77.2,1,0.053,0,4.1,0,9.0,80.5,426.78,False,False,0.0
CUST-0245,SMB,DE,Facility Management,2,45.96,551.52,GPS Tracking,1,New Logo,2023-04-18,20,2025-04-30,4,64.9,54.6,24.2,32.0,48.7,Amber,60.3,,20,0.251,3,1.7,0,5.0,58.5,0.0,False,False,0.0
CUST-0246,Mid-Market,AT,Handwerk & Baugewerbe,51,852.42,10229.04,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-07-24,29,2025-07-29,7,94.6,94.0,86.5,92.0,92.4,Green,87.9,76.2,1,0.469,0,3.8,1,8.0,76.0,0.0,False,False,0.0
CUST-0247,SMB,DE,Logistik & Transport,3,58.74,704.88,GPS Tracking,1,Avrios,2022-08-03,29,2025-07-29,7,59.2,38.7,54.8,36.0,48.7,Amber,63.2,,51,0.155,1,3.1,0,6.0,68.6,0.0,False,False,0.0
CUST-0248,SMB,DE,Facility Management,12,288.8,3465.6,GPS Tracking|Digital Logbook,2,New Logo,2023-03-02,22,2025-03-01,2,82.9,46.6,68.2,36.0,62.0,Amber,67.9,52.5,21,0.108,1,3.7,0,6.0,76.7,0.0,True,True,3465.6
CUST-0249,Mid-Market,DE,Logistik & Transport,67,1468.38,17620.56,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2022-11-25,25,2025-11-26,11,88.9,100.0,88.0,80.0,90.7,Green,94.4,88.9,2,0.497,0,5.0,1,,100.0,0.0,False,False,0.0
CUST-0250,SMB,DE,Außendienst & Vertrieb,13,300.95,3611.4,GPS Tracking|Digital Logbook,2,New Logo,2024-04-28,8,2025-04-30,4,88.6,69.2,59.8,40.0,69.7,Amber,77.5,65.8,25,0.369,2,3.9,0,7.0,75.5,0.0,False,False,0.0
